구매오더,회사코드,구매오더품번,자재,자재내역,자재유형,자재그룹,오더수량,오더단위,금액,통화,납품일,납품상태,플랜트,입고일,입고수량,입고금액(현지통화),제품군,품목유형
4500303119,1200,20,1000447,PLGA (Resomer RG503H),ROH1,B110,2000.0,G,22600.0,EUR,2026-05-08,정상,1230,2026-05-08,2000.0,39368522.0,비라이선스,비라이선스
4500304420,1200,10,1301869,Opadry White (OY.C 7000A)(MYR),ROH1,B110,75.0,KG,3872.25,USD,2026-05-12,정상,1230,2026-05-12,75.0,5617860.0,오파드라이,오파드라이
4500304422,1200,10,1301882,Opadry 03B620110 yellow (IH)(MYR),ROH1,B110,50.0,KG,4121.5,USD,2026-05-29,정상,1230,2026-05-22,50.0,6196263.0,오파드라이,오파드라이
4500304424,1200,10,1301872,Opadry AMB2 88A610038 Green(MYR),ROH1,B110,100.0,KG,7947.0,USD,2026-05-29,정상,1230,2026-05-22,100.0,11947520.0,오파드라이,오파드라이
4500304898,1200,10,1300487,에포시스 원액(인도네시아) NEW,ROH1,B100,21390.0,ML,350796.0,USD,2026-05-11,정상,1210,2026-05-11,21390.0,515845518.0,에포시스원액,라이선스
4500265778,1200,40,7000194,아사콜관장액 4그람/100밀리리터 7병(메살라진),HAWA,A160,11424.0,EA,145541.76,CHF,2026-04-30,정상,1210,2026-04-30,10876.0,259786594.0,아사콜,상품
4500267561,1200,40,7000800,인스타닐나잘스프레이 100㎍ 1병(펜타닐시트르산염),HAWA,A160,2500.0,EA,41025.0,EUR,2026-04-01,지연,1210,2026-04-17,2500.0,71064326.0,인스타닐,상품
4500268238,1200,30,7000305,다이아벡스XR 서방정 1000MG 60T,HAWA,A900,130000.0,EA,559000.0,EUR,2026-04-30,정상,1210,2026-03-31,133800.0,976361527.0,다이아벡스,상품
4500268239,1200,60,7000304,다이아벡스XR 서방정 500mg 60T,HAWA,A900,180000.0,EA,414000.0,EUR,2026-04-30,정상,1210,2026-04-08,172896.0,673760028.0,다이아벡스,상품
4500276184,1200,10,1000003,Aceclofenac(Almirall),ROH1,B100,475.0,KG,125875.0,EUR,2026-04-01,지연,1230,2026-04-02,475.0,218592008.0,Aceclofenac,라이선스
4500276668,1200,10,1000229,Dioctahedral Smectite(Simcere),ROH1,B100,6390.0,KG,127161.0,USD,2026-04-03,지연,1210,2026-04-16,6390.0,188172848.0,비라이선스,비라이선스
4500276783,1200,30,8000047,올메텍플러스정 반제품,HAGU,A220,1360000.0,TB,17843200.0,JPY,2026-04-01,지연,1230,2026-05-15,1359000.0,166611400.0,올메텍,반제
4500276784,1200,30,8000901,올메텍정 10mg 반제품,HAGU,A220,5200000.0,TB,41860000.0,JPY,2026-04-01,지연,1210,,0.0,0.0,올메텍,반제
4500276785,1200,30,8000037,올메텍정 20mg 반제품,HAGU,A220,3750000.0,CP,45000000.0,JPY,2026-04-01,지연,1230,,0.0,0.0,올메텍,반제
4500276786,1200,20,8000052,올메텍정 40mg 반제품,HAGU,A220,630000.0,TB,8599500.0,JPY,2026-04-01,정상,1230,2026-03-07,617000.0,78264426.0,올메텍,반제
4500277182,1200,20,1301430,"Mosapride Citrate hydrate(JP,SUMITOMO)",ROH1,B100,242020.0,G,90612288.0,JPY,2026-04-01,지연,1210,2026-04-13,242020.0,855588407.0,Mosapride,라이선스
4500300126,1200,10,7300174,스타빅현탁액 20mL 100PP(20포X5EA),HAWA,A190,23000.0,EA,307280.0,USD,2026-04-01,지연,1210,2026-05-05,22805.0,448222483.0,스타빅,상품
4500300126,1200,40,7300175,스타빅현탁액 20mL 72PP(6포X12EA),HAWA,A190,6200.0,EA,59644.0,USD,2026-04-01,정상,1210,2026-03-19,6376.0,90441583.0,스타빅,상품
4500300454,1200,10,1000400,오파드라이 03F640045 분홍색,ROH1,B110,300.0,KG,24729.0,USD,2026-04-03,정상,1210,2026-04-03,300.0,37330898.0,오파드라이,오파드라이
4500300455,1200,10,1000383,오파드라이 II 32K605003 파란색,ROH1,B110,25.0,KG,2082.75,USD,2026-04-03,정상,1210,2026-04-03,25.0,3144119.0,오파드라이,오파드라이
4500300795,1200,10,1000060,OPADRY 03B44038 Pink(Colorcon),ROH1,B110,5.0,KG,577.0,USD,2026-04-03,정상,1210,2026-04-03,5.0,871039.0,오파드라이,오파드라이
4500300827,1200,10,1000051,Mosapride Citrate hydrate(SUMITOMO),ROH1,B100,60.0,KG,22464000.0,JPY,2026-04-10,정상,1230,2026-04-10,60.0,212111827.0,Mosapride,라이선스
4500301518,1200,10,1000548,White Petrolatum,ROH1,B100,546.0,KG,1404312.0,JPY,2026-04-10,정상,1210,2026-04-10,546.0,13076813.0,White Petrolatum,비라이선스
4500301520,1200,10,1001240,"Nicotinamide(KP,TIANJIN)",ROH1,B120,1000.0,KG,8500.0,USD,2026-04-27,정상,1210,2026-04-27,1000.0,12807800.0,비라이선스,비라이선스
4500301543,1200,10,1000403,Opadry II green 85F41079,ROH1,B110,50.0,KG,3833.5,USD,2026-04-03,정상,1210,2026-04-03,50.0,5730699.0,오파드라이,오파드라이
4500301555,1200,10,1300196,"Opadry EZ 253U190007Clear(별규,Colorcon)",ROH1,B110,100.0,KG,6843.0,USD,2026-04-03,정상,1210,2026-04-03,100.0,10229601.0,오파드라이,오파드라이
4500302035,1200,10,1301869, Opadry White (OY.C 7000A)(MYR),ROH1,B110,75.0,KG,3872.25,USD,2026-04-14,정상,1230,2026-04-14,75.0,5735189.0,오파드라이,오파드라이
4500302035,1200,20,1301870, OPADRY 03B44038 Pink(MYR),ROH1,B110,50.0,KG,4121.5,USD,2026-04-14,정상,1230,2026-04-14,50.0,6104354.0,오파드라이,오파드라이
4500302035,1200,30,1301882,Opadry 03B620110 yellow (IH)(MYR),ROH1,B110,50.0,KG,4121.5,USD,2026-04-14,정상,1230,2026-04-14,50.0,6104354.0,오파드라이,오파드라이
4500302035,1200,40,1301872,Opadry AMB2 88A610038 Green(MYR),ROH1,B110,25.0,KG,1986.75,USD,2026-04-14,정상,1230,2026-04-14,25.0,2942575.0,오파드라이,오파드라이
4500302170,1200,10,1000446,PLGA (Resomer RG502H),ROH1,B110,3000.0,G,33900.0,EUR,2026-04-23,정상,1230,2026-04-23,3000.0,58914471.0,비라이선스,비라이선스
4500302260,1200,10,1000398,Opadry 85G-68914,ROH1,B110,10.0,KG,1037.0,USD,2026-04-20,정상,1210,2026-04-13,10.0,1562966.0,오파드라이,오파드라이
4500302758,1200,10,1000548,White Petrolatum,ROH1,B100,700.0,KG,1800400.0,JPY,2026-04-10,정상,1210,2026-04-10,700.0,16765145.0,White Petrolatum,비라이선스
4500302816,1200,10,1300296,오파드라이 II yellow 85F120028,ROH1,B110,10.0,KG,1105.7,USD,2026-04-14,정상,1210,2026-04-14,10.0,1637652.0,오파드라이,오파드라이
4500302892,1200,10,1300185,"Opadry QX 321A640029(Colorcon, In-House)",ROH1,B110,10.0,KG,1097.3,USD,2026-04-14,정상,1210,2026-04-14,10.0,1625212.0,오파드라이,오파드라이
4500302900,1200,10,1300182,"Opadry QX 321A180025 White(칼라콘,별규)",ROH1,B110,200.0,KG,15676.0,USD,2026-04-03,정상,1210,2026-04-03,200.0,23650381.0,오파드라이,오파드라이
4500303180,1200,10,1301405,"Opadry 85F275014(별규, Colorcon)",ROH1,B110,5.0,KG,552.3,USD,2026-04-30,정상,1230,2026-04-20,5.0,818012.0,오파드라이,오파드라이
4500303325,1200,10,1000029,Erdosteine(Edmond),ROH1,B100,3000.0,KG,492000.0,EUR,2026-04-29,정상,1210,2026-04-29,3000.0,847017360.0,엘도스테인,라이선스
4500304050,1200,10,1000325,"Leuprolide Acetate(PPL, India)",ROH1,B100,810.0,G,170100.0,USD,2026-04-22,정상,1230,2026-04-21,810.0,250574310.0,비라이선스,비라이선스
4500304053,1200,10,1300487,에포시스 원액(인도네시아) NEW,ROH1,B100,20881.0,ML,313423.81,USD,2026-04-17,정상,1210,2026-04-17,20881.0,464306032.0,에포시스원액,라이선스
4500267561,1200,30,7000802,인스타닐나잘스프레이 50㎍ 1병(펜타닐시트르산염),HAWA,A160,1000.0,EA,15360.0,EUR,2026-03-01,지연,1210,2026-04-17,1000.0,26606899.0,인스타닐,상품
4500268238,1200,20,7000305,다이아벡스XR 서방정 1000MG 60T,HAWA,A900,150000.0,EA,645000.0,EUR,2026-03-31,정상,1210,2026-03-02,147120.0,1084284845.0,다이아벡스,상품
4500268239,1200,50,7000304,다이아벡스XR 서방정 500mg 60T,HAWA,A900,180000.0,EA,414000.0,EUR,2026-03-31,정상,1210,2026-03-04,173424.0,679978641.0,다이아벡스,상품
4500273472,1200,20,1000050,Metformin hydrochloride(Merck),ROH1,B100,14250.0,KG,256500.0,EUR,2026-03-21,정상,1230,2026-03-21,14025.0,430704945.0,메포민,라이선스
4500275553,1200,10,1000003,Aceclofenac(Almirall),ROH1,B100,250.0,KG,66250.0,EUR,2026-03-18,정상,1230,2026-03-18,250.0,112261288.0,Aceclofenac,라이선스
4500275798,1200,10,1301430,"Mosapride Citrate hydrate(JP,SUMITOMO)",ROH1,B100,214180.0,G,80188992.0,JPY,2026-03-02,정상,1210,2026-03-02,214180.0,745909985.0,Mosapride,라이선스
4500276783,1200,20,8000047,올메텍플러스정 반제품,HAGU,A220,2720000.0,TB,35686400.0,JPY,2026-03-01,지연,1230,2026-05-15,2698000.0,330770829.0,올메텍,반제
4500276784,1200,20,8000901,올메텍정 10mg 반제품,HAGU,A220,5000000.0,TB,40250000.0,JPY,2026-03-01,지연,1210,2026-04-27,2441000.0,182277794.0,올메텍,반제
4500276785,1200,20,8000037,올메텍정 20mg 반제품,HAGU,A220,3750000.0,CP,45000000.0,JPY,2026-03-01,지연,1230,2026-03-25,3760000.0,419485152.0,올메텍,반제
4500276786,1200,10,8000052,올메텍정 40mg 반제품,HAGU,A220,630000.0,TB,8599500.0,JPY,2026-03-01,지연,1230,2026-03-07,626000.0,79406047.0,올메텍,반제
4500276871,1200,110,7300174,스타빅현탁액 20mL 100PP(20포X5EA),HAWA,A190,2284.0,EA,30514.24,USD,2026-03-19,정상,1210,2026-03-09,2284.0,44010688.0,스타빅,상품
4500277182,1200,10,1301430,"Mosapride Citrate hydrate(JP,SUMITOMO)",ROH1,B100,222970.0,G,83479968.0,JPY,2026-03-10,정상,1210,2026-03-09,222970.0,775762647.0,Mosapride,라이선스
4500277536,1200,10,1000425,Pyridoxine HCl (Jiangxi Tianxin),ROH1,B100,1200.0,KG,43800.0,USD,2026-03-13,정상,1210,2026-03-13,1200.0,62393100.0,비라이선스,비라이선스
4500300335,1200,10,1000278,Gabapentin(Chiral),ROH1,B100,400.0,KG,18000.0,USD,2026-03-13,정상,1210,2026-03-13,400.0,25975800.0,비라이선스,비라이선스
4500300341,1200,10,1000420,Primidone,ROH1,B100,200.0,KG,35000.0,USD,2026-03-31,정상,1210,2026-03-31,200.0,52346000.0,비라이선스,비라이선스
4500300448,1200,10,1000053,Opadry AMB2 88A180040 White(Colorcon),ROH1,B110,500.0,KG,39355.0,USD,2026-03-06,지연,1210,2026-03-10,500.0,56061198.0,오파드라이,오파드라이
4500300449,1200,10,1000394,Opadry AMB yellow 80W22608,ROH1,B110,300.0,KG,22647.0,USD,2026-03-06,지연,1210,2026-03-10,300.0,32260652.0,오파드라이,오파드라이
4500300451,1200,10,1000390,Opadry AMB 오렌지80W630016,ROH1,B110,25.0,KG,1954.25,USD,2026-03-06,지연,1210,2026-03-10,25.0,2783829.0,오파드라이,오파드라이
4500300453,1200,10,1000055,Opadry White (OY.C 7000A)(Colorcon),ROH1,B110,300.0,KG,15489.0,USD,2026-03-06,지연,1210,2026-03-10,300.0,22064081.0,오파드라이,오파드라이
4500300986,1200,10,1000557,Zinc Oxide(Hakusui),ROH1,B100,1000.0,KG,15500.0,USD,2026-03-16,정상,1210,2026-03-16,1000.0,22454850.0,비라이선스,비라이선스
4500301038,1200,10,1000060,OPADRY 03B44038 Pink(Colorcon),ROH1,B110,50.0,KG,4121.5,USD,2026-03-05,지연,1230,2026-03-06,50.0,5916001.0,오파드라이,오파드라이
4500301385,1200,10,1000055,Opadry White (OY.C 7000A)(Colorcon),ROH1,B110,50.0,KG,2581.5,USD,2026-03-12,정상,1230,2026-03-12,50.0,3806422.0,오파드라이,오파드라이
4500302169,1200,10,1000447,PLGA (Resomer RG503H),ROH1,B110,2500.0,G,28250.0,EUR,2026-03-26,정상,1230,2026-03-26,2500.0,48829560.0,비라이선스,비라이선스
4500302237,1200,10,1300487,에포시스 원액(인도네시아) NEW,ROH1,B100,21390.0,ML,327053.1,USD,2026-03-13,정상,1210,2026-03-13,21390.0,481683806.0,에포시스원액,라이선스
4500302492,1200,10,1000325,"Leuprolide Acetate(PPL, India)",ROH1,B100,390.0,G,81900.0,USD,2026-03-25,정상,1230,2026-03-25,390.0,122162040.0,비라이선스,비라이선스
4500303697,1300,10,1001097,오파드라이 II 85F92582 옐로우,ROH1,B110,100.0,KG,7667.0,USD,2026-06-07,지연,1320,,0.0,0.0,,일반
4500303697,1300,20,1300376,"OPADRY 03B44003 PINK(별규, Colorcon)",ROH1,B110,25.0,KG,2060.75,USD,2026-06-07,지연,1320,,0.0,0.0,,일반
4500303697,1300,30,1300390,"OPADRY 03B620126 YELLOW(별규, Colorcon)",ROH1,B110,25.0,KG,2060.75,USD,2026-06-07,지연,1320,,0.0,0.0,,일반
4500306333,1300,10,1300115,"Chenodeoxycholic acid (CDCA, CNU용)",ROH1,B100,1000.0,KG,120000.0,USD,2026-06-05,정상,1310,2026-06-05,1000.0,183432000.0,,UDCA
4500306335,1300,10,1300115,"Chenodeoxycholic acid (CDCA, CNU용)",ROH1,B100,1000.0,KG,120000.0,USD,2026-06-05,정상,1310,2026-06-05,1000.0,183432000.0,,UDCA
4500306337,1300,10,1400436,"Chenodeoxycholic acid (CDCA, [CH], Sic)",ROH1,B100,6000.0,KG,738000.0,USD,2026-06-05,정상,1310,2026-06-05,6000.0,1128106800.0,,UDCA
4500306619,1300,10,1300461,"Chenodeoxycholic acid (CDCA, [CH])",ROH1,B100,6000.0,KG,759000.0,USD,2026-06-09,정상,1310,2026-06-09,6000.0,1173793500.0,,UDCA
4500306620,1300,10,1301804,"crude Ursodeoxycholic acid (c-UDCA, DMF)",ROH1,B100,7000.0,KG,1102500.0,USD,2026-06-10,정상,1310,2026-06-10,7000.0,1674036000.0,,UDCA
4500304004,1300,10,1000711,"Cefaclor Hydrate(동방, USP)",ROH1,B100,600.0,KG,136800.0,USD,2026-05-27,정상,1330,2026-05-26,600.0,207019440.0,,세파
4500304334,1300,10,1000663,Cefaclor Hydrate(도파),ROH1,B100,403.6,KG,115026.0,USD,2026-05-16,정상,1330,2026-04-16,403.6,169444801.0,,세파
4500304913,1300,10,1300115,"Chenodeoxycholic acid (CDCA, CNU용)",ROH1,B100,750.0,KG,90000.0,USD,2026-05-06,정상,1310,2026-04-28,750.0,132579000.0,,UDCA
4500305218,1300,10,1001157,"crude-Ubidecarenone (c-CoQ10, Shaan xi)",ROH1,B100,200.0,KG,30600.0,USD,2026-05-08,정상,1310,2026-05-08,200.0,44394480.0,,UDCA
4500305314,1300,10,1301804,"crude Ursodeoxycholic acid (c-UDCA, DMF)",ROH1,B100,6000.0,KG,945000.0,USD,2026-05-08,정상,1310,2026-05-08,6000.0,1371006000.0,,UDCA
4500305672,1300,10,1001079,"crude-Choline alphoscerate (85%, Weiqida",ROH1,B100,11220.0,KG,645150.0,USD,2026-05-19,정상,1310,2026-05-18,11220.0,967595970.0,,콜린
4500305931,1300,10,1000954,crude Ursodeoxycholic acid (c-UDCA),ROH1,B100,6000.0,KG,891000.0,USD,2026-05-19,정상,1310,2026-05-19,6000.0,1339529400.0,,UDCA
4500305959,1300,10,1300461,"Chenodeoxycholic acid (CDCA, [CH])",ROH1,B100,6000.0,KG,759000.0,USD,2026-05-26,정상,1310,2026-05-26,6000.0,1148594700.0,,UDCA
4500306082,1300,10,1000949,Cholic acid (CA),ROH1,B100,25.0,KG,3312.5,USD,2026-05-29,정상,1310,2026-05-29,25.0,4987963.0,,UDCA
4500306224,1300,10,1001079,"crude-Choline alphoscerate (85%, Weiqida",ROH1,B100,7140.0,KG,410550.0,USD,2026-05-29,지연,1310,2026-06-01,7140.0,617138760.0,,콜린
4500301388,1300,10,1000641,Spectrablend MBH 88015(SENSIENT),ROH1,B110,1000.0,KG,33130.0,USD,2026-04-17,지연,1320,2026-04-20,1000.0,49032400.0,,일반
4500303067,1300,10,1300233,Cefodizime Sodium(동잉)-KP,ROH1,B100,220.0,KG,94600.0,USD,2026-04-20,정상,1330,2026-04-16,220.0,139355260.0,,세파
4500303829,1300,10,1300461,"Chenodeoxycholic acid (CDCA, [CH])",ROH1,B100,3000.0,KG,375000.0,USD,2026-04-02,정상,1310,2026-04-02,3000.0,565425000.0,,UDCA
4500303965,1300,10,1300365,"crude-Choline alphoscerate (85%, HunanWa",ROH1,B100,9750.0,KG,731250.0,USD,2026-04-03,지연,1310,2026-04-07,9750.0,1102140000.0,,콜린
4500304243,1300,10,1000949,Cholic acid (CA),ROH1,B100,25.0,KG,3312.5,USD,2026-04-09,정상,1310,2026-04-09,25.0,4889581.0,,UDCA
4500304305,1300,10,1301804,"crude Ursodeoxycholic acid (c-UDCA, DMF)",ROH1,B100,6000.0,KG,816000.0,USD,2026-04-13,정상,1310,2026-04-14,6000.0,1207516800.0,,UDCA
4500304306,1300,10,1300115,"Chenodeoxycholic acid (CDCA, CNU용)",ROH1,B100,500.0,KG,56500.0,USD,2026-04-14,정상,1310,2026-04-14,500.0,84173700.0,,UDCA
4500304310,1300,10,1001079,"crude-Choline alphoscerate (85%, Weiqida",ROH1,B100,11220.0,KG,645150.0,USD,2026-04-14,정상,1310,2026-04-14,11220.0,961144470.0,,콜린
4500304562,1300,10,1000954,crude Ursodeoxycholic acid (c-UDCA),ROH1,B100,6000.0,KG,885000.0,USD,2026-04-14,정상,1310,2026-04-14,6000.0,1318473000.0,,UDCA
4500304564,1300,10,1400436,"Chenodeoxycholic acid(CDCA, [CH], Sic)",ROH1,B100,6000.0,KG,708000.0,USD,2026-04-21,정상,1310,2026-04-21,6000.0,1044724800.0,,UDCA
4500304752,1300,10,7001090,Amoxicillin Trihydrate,HAWA,A460,6000.0,KG,168000.0,USD,2026-04-22,정상,1310,2026-04-22,6000.0,247094400.0,,일반
4500304760,1300,10,1300115,"Chenodeoxycholic acid (CDCA, CNU용)",ROH1,B100,1000.0,KG,113000.0,USD,2026-04-28,정상,1310,2026-04-23,1000.0,166968800.0,,UDCA
4500304918,1300,10,1000954,crude Ursodeoxycholic acid (c-UDCA),ROH1,B100,6000.0,KG,891000.0,USD,2026-04-28,정상,1310,2026-04-28,6000.0,1312532100.0,,UDCA
4500304919,1300,10,1000966,"Chenodeoxycholic acid (CDCA, [C])",ROH1,B100,358.0,KG,37590.0,USD,2026-04-29,정상,1310,2026-04-29,358.0,55381347.0,,UDCA
4500304972,1300,10,1400020,"Chenodeoxycholic acid(CDCA, [CH], S)",ROH1,B100,2400.0,KG,192000.0,USD,2026-04-23,정상,1310,2026-04-23,2400.0,283699200.0,,UDCA
4500304973,1300,10,1001079,"crude-Choline alphoscerate (85%, Weiqida",ROH1,B100,7140.0,KG,410550.0,USD,2026-04-24,지연,1310,2026-04-29,7140.0,604863315.0,,콜린
4500301384,1300,10,1300376,"OPADRY 03B44003 PINK(별규, Colorcon)",ROH1,B110,50.0,KG,4121.5,USD,2026-03-20,정상,1320,2026-03-11,50.0,6070145.0,,일반
4500301384,1300,20,1001097,오파드라이 II 85F92582 옐로우,ROH1,B110,75.0,KG,5750.25,USD,2026-03-20,정상,1320,2026-03-11,75.0,8468968.0,,일반
4500301384,1300,30,1300194,"OpadryYellow 03F32421 (별규,Colorcon)",ROH1,B110,50.0,KG,4121.5,USD,2026-03-20,정상,1320,2026-03-11,50.0,6070145.0,,일반
4500301384,1300,40,1300195,"Opadry white 03F28436(별규,Colorcon)",ROH1,B110,50.0,KG,4121.5,USD,2026-03-20,정상,1320,2026-03-11,50.0,6070145.0,,일반
4500301403,1300,10,1300054,OPADRY 08B620000 YELLOW,ROH1,B110,75.0,KG,5883.75,USD,2026-03-20,정상,1320,2026-03-17,75.0,8802090.0,,일반
4500302426,1300,10,1400436,"Chenodeoxycholic acid(CDCA, [CH], Sic)",ROH1,B100,6000.0,KG,726000.0,USD,2026-03-10,정상,1310,2026-03-06,6000.0,1063081800.0,,UDCA
4500302475,1300,10,1000966,"Chenodeoxycholic acid (CDCA, [C])",ROH1,B100,7300.0,KG,766500.0,USD,2026-03-13,정상,1310,2026-03-10,7300.0,1144461150.0,,UDCA
4500302565,1300,10,1300115,"Chenodeoxycholic acid (CDCA, CNU용)",ROH1,B100,500.0,KG,56500.0,USD,2026-03-13,정상,1310,2026-03-10,500.0,84360150.0,,UDCA
4500302566,1300,10,1300461,"Chenodeoxycholic acid (CDCA, [CH])",ROH1,B100,3000.0,KG,375000.0,USD,2026-03-10,정상,1310,2026-03-10,3000.0,559912500.0,,UDCA
4500303231,1300,10,1300017,Sodium bromate (NaBrO3),ROH1,B110,300.0,KG,2970.0,USD,2026-03-13,정상,1310,2026-03-13,300.0,4395006.0,,일반
4500303248,1300,10,1300365,"crude-Choline alphoscerate (85%, HunanWa",ROH1,B100,9750.0,KG,731250.0,USD,2026-03-18,정상,1310,2026-03-18,9750.0,1090732500.0,,콜린
